,ques_link,vote_count,answer_count,ques_title,ques_summ,keywords,date
573,"""/questions/12179271/meaning-of-classmethod-and-staticmethod-for-beginner""",1787,12,Meaning of @classmethod and @staticmethod for beginner? [duplicate],"Could someone explain to me the meaning of @classmethod and @staticmethod in python? I need to know the difference and the meaning. 

As far as I understand, @classmethod tells a class that it's a ...","['python', 'oop', 'static-methods', 'class-method']",2012-08-29
574,"""/questions/1521462/looping-through-the-content-of-a-file-in-bash""",1787,16,Looping through the content of a file in Bash,"How do I iterate through each line of a text file with Bash?

With this script:

echo ""Start!""
for p in (peptides.txt)
do
    echo ""${p}""
done
I get this output on the screen:

Start!
./runPep.sh: ...","['linux', 'bash', 'loops', 'unix', 'io']",2009-10-05
575,"""/questions/3518002/how-can-i-set-the-default-value-for-an-html-select-element""",1780,33,How can I set the default value for an HTML <select> element?,"I thought that adding a ""value"" attribute set on the <select> element below would cause the <option> containing my provided ""value"" to be selected by default:



<select name=""hall"" ...","['html', 'html-select']",2010-08-19
576,"""/questions/510972/getting-the-class-name-of-an-instance""",1778,10,Getting the class name of an instance?,"How do I find out a name of class that created an instance of an object in Python if the function I am doing this from is the base class of which the class of the instance has been derived?

Was ...","['python', 'introspection', 'instanceof', 'python-datamodel']",2009-02-04
577,"""/questions/646628/how-to-check-if-a-string-startswith-another-string""",1773,19,"How to check if a string ""StartsWith"" another string?","How would I write the equivalent of C#'s String.StartsWith in JavaScript?

var haystack = 'hello world';
var needle = 'he';

haystack.startsWith(needle) == true
Note: This is an old question, and as ...","['javascript', 'string', 'startswith']",2009-03-14
578,"""/questions/9229601/what-is-in-c-code""",1772,5,"What is "":-!!"" in C code?","I bumped into this strange macro code in /usr/include/linux/kernel.h:

/* Force a compilation error if condition is true, but also produce a
   result (of value 0 and type size_t), so the expression ...","['c', 'linux', 'macros', 'linux-kernel']",2012-02-10
579,"""/questions/876239/how-to-redirect-and-append-both-standard-output-and-standard-error-to-a-file-wit""",1771,8,How to redirect and append both standard output and standard error to a file with Bash,"To redirect standard output to a truncated file in Bash, I know to use:
cmd > file.txt

To redirect standard output in Bash, appending to a file, I know to use:
cmd >> file.txt

To redirect ...","['bash', 'append', 'stdout', 'io-redirection', 'stderr']",2009-05-18
580,"""/questions/729692/why-should-text-files-end-with-a-newline""",1771,19,Why should text files end with a newline?,"I assume everyone here is familiar with the adage that all text files should end with a newline. I've known of this ""rule"" for years but I've always wondered — why?","['file', 'unix', 'text-files', 'newline']",2009-04-08
581,"""/questions/17683458/how-do-i-commit-case-sensitive-only-filename-changes-in-git""",1770,17,How do I commit case-sensitive only filename changes in Git?,"I have changed a few files name by  de-capitalize the first letter, as in Name.jpg to name.jpg. Git does not recognize this changes and I had to delete the files and upload them again. Is there a way ...","['git', 'case-sensitive', 'git-commit', 'git-config']",2013-07-16
582,"""/questions/356705/how-to-send-a-header-using-a-http-request-through-a-curl-call""",1770,11,How to send a header using a HTTP request through a cURL call?,I wish to send a header to my Apache server on a Linux box.  How can I achieve this via a cURL call?,"['curl', 'http-headers']",2008-12-10
583,"""/questions/49547/how-do-we-control-web-page-caching-across-all-browsers""",1767,29,"How do we control web page caching, across all browsers?","Our investigations have shown us that not all browsers respect the HTTP cache directives in a uniform manner.

For security reasons we do not want certain pages in our application to be cached, ever, ...","['http', 'caching', 'https', 'http-headers', 'cross-browser']",2008-09-08
584,"""/questions/3746725/how-to-create-an-array-containing-1-n""",1766,72,How to create an array containing 1...N,"I'm looking for any alternatives to the below for creating a JavaScript array containing 1 through to N where N is only known at runtime.
var foo = [];

for (var i = 1; i <= N; i++) {
   foo.push(i)...","['javascript', 'arrays']",2010-09-19
585,"""/questions/1126726/how-can-i-make-a-uitextfield-move-up-when-the-keyboard-is-present-on-starting""",1761,98,How can I make a UITextField move up when the keyboard is present - on starting to edit?,"With the iOS SDK:
I have a UIView with UITextFields that bring up a keyboard. I need it to be able to:

Allow scrolling of the contents of the UIScrollView to see the other text fields once the ...","['ios', 'objective-c', 'uiscrollview', 'uitextfield', 'uikeyboard']",2010-06-30
586,"""/questions/7370801/how-to-measure-elapsed-time-in-python""",1760,37,How to measure elapsed time in Python?,"What I want is to start counting time somewhere in my code and then get the passed time, to measure the time it took to execute few function. I think I'm using the timeit module wrong, but the docs ...","['python', 'performance', 'measure', 'timeit']",2011-09-10
587,"""/questions/21692646/how-does-facebook-disable-the-browsers-integrated-developer-tools""",1756,13,How does Facebook disable the browser's integrated Developer Tools?,"So apparently because of the recent scams, the developer tools is exploited by people to post spam and even used to ""hack"" accounts. Facebook has blocked the developer tools, and I can't even use the ...","['javascript', 'facebook', 'google-chrome-devtools']",2014-02-11
588,"""/questions/17982111/sass-variable-in-css-calc-function""",1753,6,Sass Variable in CSS calc() function,"I'm trying to use the calc() function in a Sass stylesheet, but I'm having some issues. Here's my code:
$body_padding: 50px

body
    padding-top: $body_padding
    height: calc(100% - $body_padding)

...","['css', 'sass', 'css-calc']",2013-07-31
589,"""/questions/338436/how-can-i-view-an-old-version-of-a-file-with-git""",1752,10,How can I view an old version of a file with Git?,"Is there a command in Git to see (either dumped to stdout, or in $PAGER or $EDITOR) a particular version of a particular file?","['git', 'git-history-graph']",2008-12-03
590,"""/questions/1584370/how-to-merge-two-arrays-in-javascript-and-de-duplicate-items""",1751,86,How to merge two arrays in JavaScript and de-duplicate items,"I have two JavaScript arrays:

var array1 = [""Vijendra"",""Singh""];
var array2 = [""Singh"", ""Shakya""];
I want the output to be:

var array3 = [""Vijendra"",""Singh"",""Shakya""];
The output array should have ...","['javascript', 'arrays', 'merge']",2009-10-18
591,"""/questions/1168807/how-can-i-add-a-key-value-pair-to-a-javascript-object""",1749,26,How can I add a key/value pair to a JavaScript object?,"Here is my object literal:

var obj = {key1: value1, key2: value2};
How can I add field key3 with value3 to the object?","['javascript', 'object-literal']",2009-07-22
592,"""/questions/57803/how-to-convert-decimal-to-hexadecimal-in-javascript""",1748,29,How to convert decimal to hexadecimal in JavaScript,How do you convert decimal values to their hexadecimal equivalent in JavaScript?,"['javascript', 'hex', 'number-formatting', 'base']",2008-09-11
593,"""/questions/3331353/transitions-on-the-css-display-property""",1746,36,Transitions on the CSS display property,"I'm currently designing a CSS 'mega dropdown' menu - basically a regular CSS-only dropdown menu, but one that contains different types of content.

At the moment, it appears that CSS 3 ...","['css', 'css-transitions']",2010-07-25
594,"""/questions/921789/how-to-loop-through-a-plain-javascript-object-with-the-objects-as-members""",1741,27,How to loop through a plain JavaScript object with the objects as members,"How can I loop through all members in a JavaScript object, including values that are objects?
For example, how could I loop through this (accessing the ""your_name"" and ""your_message&...","['javascript', 'loops']",2009-05-28
595,"""/questions/381542/with-arrays-why-is-it-the-case-that-a5-5a""",1738,19,"With arrays, why is it the case that a[5] == 5[a]?","As Joel points out in Stack Overflow podcast #34, in C Programming Language (aka: K & R), there is mention of this property of arrays in C: a[5] == 5[a]

Joel says that it's because of pointer ...","['c', 'arrays', 'pointers', 'pointer-arithmetic']",2008-12-19
